,SPS1,SPS2,SPS3,SPS4,SPS5,SPS6,SPS7,Pid
C551_D1_G2_D1,0.556,0.065,0.0,0.094,0.019,0.094,0.172,C551
C551_D1_G9_D1,0.595,0.055999999999999994,0.019,0.071,0.013000000000000001,0.081,0.16399999999999998,C551
C552_C1_G3_D1,0.34700000000000003,0.0,0.0,0.067,0.0,0.586,0.0,C552
C552_C1_G9_D1,0.37200000000000005,0.0,0.0,0.064,0.0,0.564,0.0,C552
C552_D1_G5_D1,0.358,0.0,0.0,0.085,0.0,0.556,0.0,C552
C552_D1_G7_D1,0.34700000000000003,0.0,0.0,0.09,0.0,0.563,0.0,C552
C554_B1_G6_D1,0.628,0.133,0.0,0.040999999999999995,0.0,0.107,0.092,C554
C554_B1_G8_D1,0.718,0.10400000000000001,0.0,0.03,0.002,0.08,0.066,C554
C554_B1_G9_D1,0.7,0.1,0.0,0.032,0.0,0.09699999999999999,0.071,C554
C554_C1_G1_D1,0.47700000000000004,0.223,0.0,0.086,0.008,0.127,0.078,C554
C554_C1_G5_D1,0.47700000000000004,0.22399999999999998,0.0,0.086,0.006999999999999999,0.129,0.076,C554
C554_C1_G8_D1,0.483,0.221,0.0,0.086,0.008,0.125,0.077,C554
C554_D1_G1_D1,0.5329999999999999,0.179,0.0,0.107,0.006999999999999999,0.10400000000000001,0.069,C554
C554_D1_G4_D1,0.504,0.193,0.0,0.109,0.006999999999999999,0.115,0.07200000000000001,C554
C555_A1_B1_D1,0.705,0.013999999999999999,0.0,0.226,0.0,0.055,0.0,C555
C555_A234_L1_D1,0.7040000000000001,0.01,0.0,0.213,0.0,0.07200000000000001,0.0,C555
C555_C234_L1_D1,0.768,0.022000000000000002,0.0,0.145,0.0,0.064,0.0,C555
C559_A1_G1_D1,0.669,0.10099999999999999,0.0,0.063,0.013999999999999999,0.094,0.057999999999999996,C559
C559_A1_G10_D1,0.665,0.10400000000000001,0.0,0.065,0.017,0.092,0.057999999999999996,C559
C559_B1_G10_D1,0.68,0.106,0.0,0.046,0.016,0.1,0.051,C559
C559_B1_G7_D1,0.67,0.107,0.0,0.051,0.015,0.098,0.057999999999999996,C559
C559_B1_G8_D1,0.6729999999999999,0.10800000000000001,0.0,0.049,0.016,0.1,0.054000000000000006,C559
C559_C1_G4_D1,0.675,0.099,0.0,0.055999999999999994,0.016,0.10099999999999999,0.053,C559
C559_C1_G7_D1,0.672,0.10099999999999999,0.0,0.059000000000000004,0.018000000000000002,0.098,0.052000000000000005,C559
C559_C1_G8_D1,0.672,0.10800000000000001,0.0,0.052000000000000005,0.015,0.1,0.054000000000000006,C559
C559_D1_G1_D1,0.6759999999999999,0.09300000000000001,0.0,0.073,0.016,0.083,0.059000000000000004,C559
C559_D1_G10_D1,0.637,0.11,0.0,0.08800000000000001,0.013999999999999999,0.094,0.057999999999999996,C559
C559_D1_G5_D1,0.685,0.1,0.0,0.053,0.013999999999999999,0.09699999999999999,0.052000000000000005,C559
C560_A1_G10_D1,0.593,0.10300000000000001,0.053,0.07400000000000001,0.018000000000000002,0.09300000000000001,0.066,C560
C560_A1_G6_D1,0.611,0.09699999999999999,0.063,0.068,0.02,0.081,0.059000000000000004,C560
C560_B1_G3_D1,0.613,0.10099999999999999,0.057,0.057,0.015,0.1,0.055999999999999994,C560
C560_B1_G7_D1,0.638,0.08900000000000001,0.065,0.053,0.019,0.083,0.052000000000000005,C560
C560_C1_G4_D1,0.64,0.095,0.042,0.057999999999999996,0.016,0.086,0.063,C560
C560_C1_G6_D1,0.648,0.09,0.03,0.057,0.015,0.1,0.059000000000000004,C560
C561_A1_G8_D1,0.392,0.075,0.087,0.192,0.027999999999999997,0.053,0.172,C561
C561_A1_G9_D1,0.41,0.086,0.076,0.15,0.028999999999999998,0.061,0.18899999999999997,C561
C561_B1_G6_D1,0.293,0.045,0.062,0.406,0.018000000000000002,0.046,0.13,C561
C561_B1_G8_D1,0.25,0.042,0.03,0.485,0.016,0.046,0.131,C561
C561_B1_G9_D1,0.31,0.044000000000000004,0.06,0.384,0.026000000000000002,0.045,0.131,C561
C561_C1_G1_D1,0.406,0.067,0.073,0.16699999999999998,0.033,0.07200000000000001,0.184,C561
C561_C1_G10_D1,0.465,0.079,0.08199999999999999,0.08800000000000001,0.034,0.054000000000000006,0.19899999999999998,C561
C561_D1_G10_D1,0.375,0.083,0.048,0.233,0.021,0.057,0.182,C561
C561_D1_G5_D1,0.27899999999999997,0.068,0.013000000000000001,0.41100000000000003,0.013000000000000001,0.055,0.161,C561
C561_D1_G6_D1,0.276,0.066,0.008,0.42200000000000004,0.012,0.057,0.159,C561
C562_A1_G3_D1,0.37200000000000005,0.0,0.0,0.031,0.0,0.588,0.008,C562
C562_A1_G5_D1,0.401,0.0,0.0,0.025,0.0,0.564,0.01,C562
C562_A1_G7_D1,0.43700000000000006,0.0,0.009000000000000001,0.028999999999999998,0.0,0.514,0.012,C562
